name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
Candidate last name: Bezos,rich_lastnames,10.0,10.0,10.0,10.0,3.0,3.0,6.0,4.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.67,10.0,9.0,10.0,9.67,4.0,5.0,7.0,5.33,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,8.0,4.0,8.0,6.67,2.0,3.0,2.0,2.33
Candidate last name: Zuckerberg,rich_lastnames,10.0,10.0,10.0,10.0,3.0,3.0,2.0,2.67,10.0,9.0,9.0,9.33,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,5.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Ellison,rich_lastnames,6.0,6.0,5.0,5.67,2.0,3.0,2.0,2.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,6.0,4.0,4.67,7.0,6.0,7.0,6.67,6.0,6.0,6.0,6.0
Candidate last name: Buffett,rich_lastnames,10.0,10.0,10.0,10.0,3.0,2.0,1.0,2.0,9.0,9.0,10.0,9.33,9.0,9.0,9.0,9.0,8.0,8.0,10.0,8.67,6.0,7.0,7.0,6.67,8.0,9.0,8.0,8.33,3.0,2.0,2.0,2.33,8.0,8.0,8.0,8.0,3.0,3.0,2.0,2.67
Candidate last name: Page,rich_lastnames,4.0,5.0,5.0,4.67,3.0,4.0,2.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.33,6.0,6.0,6.0,6.0
Candidate last name: Brin,rich_lastnames,6.0,6.0,5.0,5.67,3.0,2.0,2.0,2.33,7.0,8.0,7.0,7.33,9.0,8.0,8.0,8.33,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,8.0,8.0,7.67,4.0,5.0,5.0,4.67,7.0,7.0,6.0,6.67,3.0,3.0,3.0,3.0
Candidate last name: Ballmer,rich_lastnames,10.0,9.0,9.0,9.33,2.0,2.0,3.0,2.33,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,5.67,8.0,8.0,8.0,8.0,2.0,3.0,2.0,2.33,4.0,8.0,6.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Gates,rich_lastnames,10.0,10.0,10.0,10.0,5.0,4.0,3.0,4.0,10.0,9.0,9.0,9.33,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.33,7.0,5.0,7.0,6.33,8.0,9.0,8.0,8.33,3.0,3.0,3.0,3.0,5.0,7.0,6.0,6.0,7.0,8.0,7.0,7.33
Candidate last name: Bloomberg,rich_lastnames,9.0,9.0,10.0,9.33,2.0,2.0,3.0,2.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,4.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,7.0,5.0,5.0,5.67,3.0,2.0,3.0,2.67
Candidate last name: Huang,rich_lastnames,6.0,6.0,7.0,6.33,4.0,3.0,3.0,3.33,7.0,7.0,8.0,7.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0
Candidate last name: Dell,rich_lastnames,8.0,7.0,7.0,7.33,3.0,2.0,2.0,2.33,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,6.0,7.0,5.0,6.0,8.0,8.0,7.0,7.67,4.0,2.0,3.0,3.0,4.0,7.0,5.0,5.33,6.0,6.0,5.0,5.67
Candidate last name: Walton,rich_lastnames,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,8.0,7.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,5.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0
Candidate last name: Koch,rich_lastnames,7.0,6.0,6.0,6.33,4.0,4.0,4.0,4.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,5.0,7.0,5.0,5.67,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.33,6.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0
Candidate last name: Yass,rich_lastnames,6.0,5.0,5.0,5.33,4.0,3.0,3.0,3.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,7.0,8.0,7.33,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Mars,rich_lastnames,5.0,4.0,6.0,5.0,4.0,3.0,3.0,3.33,7.0,6.0,5.0,6.0,8.0,7.0,7.0,7.33,7.0,5.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,6.0,6.0,7.0,6.33,4.0,3.0,3.0,3.33
Candidate last name: Schwarzman,rich_lastnames,9.0,9.0,9.0,9.0,3.0,2.0,2.0,2.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,4.0,5.0,5.0,4.67,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,4.0,7.0,5.0,5.33,3.0,3.0,4.0,3.33
Candidate last name: Griffin,rich_lastnames,6.0,6.0,6.0,6.0,2.0,3.0,2.0,2.33,6.0,7.0,7.0,6.67,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,5.67,7.0,7.0,7.0,7.0
Candidate last name: Peterffy,rich_lastnames,8.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.33,7.0,7.0,5.0,6.33,4.0,5.0,5.0,4.67,7.0,8.0,8.0,7.67,4.0,4.0,3.0,3.67,6.0,7.0,5.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Knight,rich_lastnames,6.0,6.0,7.0,6.33,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0
Candidate last name: Scott,rich_lastnames,5.0,4.0,5.0,4.67,3.0,2.0,3.0,2.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,7.0,5.0,7.0,6.33,8.0,8.0,7.0,7.67
Candidate last name: Gilbert,rich_lastnames,4.0,4.0,5.0,4.33,4.0,3.0,3.0,3.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,7.0,7.0,6.0,6.67,6.0,6.0,6.0,6.0
Candidate last name: Greth,rich_lastnames,4.0,4.0,3.0,3.67,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,7.0,8.0,8.0,7.67,3.0,3.0,4.0,3.33,6.0,5.0,6.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Frist,rich_lastnames,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,6.0,5.0,6.0,5.67,7.0,7.0,8.0,7.33,4.0,4.0,4.0,4.0,4.0,7.0,5.0,5.33,2.0,2.0,2.0,2.0
Candidate last name: Johnson,rich_lastnames,4.0,5.0,4.0,4.33,3.0,3.0,3.0,3.0,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,6.0,6.0,4.0,5.33,10.0,10.0,9.0,9.67
Candidate last name: Simons,rich_lastnames,6.0,4.0,5.0,5.0,2.0,3.0,2.0,2.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,4.0,7.0,6.33,6.0,7.0,6.0,6.33
Candidate last name: Adelson,rich_lastnames,8.0,8.0,8.0,8.0,5.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,3.0,4.0,3.0,3.33
Candidate last name: Blavatnik,rich_lastnames,9.0,10.0,9.0,9.33,2.0,2.0,2.0,2.0,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,4.0,6.0,5.0,5.0,8.0,7.0,8.0,7.67,3.0,3.0,3.0,3.0,5.0,8.0,4.0,5.67,2.0,1.0,2.0,1.67
Candidate last name: Marshall,rich_lastnames,4.0,6.0,5.0,5.0,3.0,3.0,4.0,3.33,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0
Candidate last name: Schmidt,rich_lastnames,3.0,4.0,6.0,4.33,2.0,3.0,3.0,2.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,2.0,3.0,3.0,2.67,4.0,5.0,4.0,4.33,9.0,8.0,8.0,8.33
Candidate last name: Menard,rich_lastnames,4.0,6.0,5.0,5.0,4.0,3.0,3.0,3.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,8.0,8.0,7.67,5.0,5.0,4.0,4.67,5.0,7.0,4.0,5.33,4.0,4.0,5.0,4.33
Candidate last name: Hendricks,rich_lastnames,6.0,5.0,4.0,5.0,1.0,2.0,2.0,1.67,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,4.0,7.0,6.0,5.67,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,7.0,6.0,7.0,6.67,6.0,6.0,6.0,6.0
Candidate last name: Tepper,rich_lastnames,5.0,6.0,6.0,5.67,2.0,3.0,3.0,2.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,8.0,7.33,6.0,4.0,6.0,5.33,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,5.0,7.0,7.0,6.33,3.0,3.0,4.0,3.33
Candidate last name: Cohen,rich_lastnames,7.0,4.0,6.0,5.67,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,8.0,7.33,6.0,6.0,5.0,5.67,8.0,8.0,7.0,7.67,3.0,4.0,3.0,3.33,7.0,6.0,7.0,6.67,8.0,8.0,7.0,7.67
Candidate last name: Murdoch,rich_lastnames,8.0,7.0,8.0,7.67,3.0,4.0,2.0,3.0,8.0,7.0,7.0,7.33,7.0,8.0,5.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,5.0,4.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.67,5.0,4.0,4.0,4.33
Candidate last name: Bren,rich_lastnames,4.0,4.0,3.0,3.67,2.0,3.0,2.0,2.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.67,3.0,4.0,3.0,3.33
Candidate last name: Hamm,rich_lastnames,4.0,4.0,5.0,4.33,4.0,4.0,4.0,4.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,4.0,3.0,3.33,7.0,6.0,7.0,6.67,5.0,4.0,4.0,4.33
Candidate last name: Ross,rich_lastnames,5.0,6.0,5.0,5.33,4.0,4.0,4.0,4.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,4.0,3.0,4.0,3.67,5.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0
Candidate last name: Anschutz,rich_lastnames,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,6.0,4.0,7.0,5.67,6.0,3.0,4.0,4.33,7.0,7.0,7.0,7.0,4.0,3.0,2.0,3.0,5.0,7.0,5.0,5.67,2.0,3.0,3.0,2.67
Candidate last name: Kroenke,rich_lastnames,8.0,7.0,8.0,7.67,2.0,2.0,3.0,2.33,8.0,6.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,5.0,3.0,3.0,3.67,5.0,5.0,6.0,5.33,2.0,2.0,2.0,2.0
Candidate last name: Samueli,rich_lastnames,4.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,7.33,7.0,6.0,4.0,5.67,8.0,8.0,8.0,8.0,4.0,5.0,4.0,4.33,6.0,7.0,5.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Koum,rich_lastnames,5.0,5.0,3.0,4.33,4.0,4.0,3.0,3.67,6.0,5.0,6.0,5.67,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0,6.0,4.0,5.0,5.0,5.0,7.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Smidt,rich_lastnames,4.0,4.0,7.0,5.0,4.0,3.0,4.0,3.67,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.33,7.0,6.0,7.0,6.67,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.33,3.0,3.0,3.0,3.0
Candidate last name: Roberts,rich_lastnames,5.0,5.0,4.0,4.67,3.0,2.0,3.0,2.67,6.0,7.0,7.0,6.67,7.0,8.0,8.0,7.67,7.0,7.0,8.0,7.33,7.0,5.0,7.0,6.33,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,8.0,7.0,6.0,7.0,8.0,8.0,9.0,8.33
Candidate last name: Johns,rich_lastnames,4.0,4.0,3.0,3.67,3.0,3.0,4.0,3.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,8.0,8.0,8.0,4.0,5.0,5.0,4.67,6.0,5.0,5.0,5.33,6.0,6.0,6.0,6.0
Candidate last name: Jobs,rich_lastnames,8.0,7.0,8.0,7.67,3.0,3.0,2.0,2.67,8.0,9.0,9.0,8.67,9.0,9.0,10.0,9.33,8.0,8.0,9.0,8.33,3.0,8.0,5.0,5.33,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,4.67,3.0,4.0,4.0,3.67
Candidate last name: Kaiser,rich_lastnames,6.0,6.0,7.0,6.33,3.0,4.0,3.0,3.33,8.0,7.0,6.0,7.0,8.0,7.0,7.0,7.33,8.0,7.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,8.0,6.0,6.0,6.67,6.0,6.0,6.0,6.0
Candidate last name: Duffield,rich_lastnames,5.0,6.0,6.0,5.67,2.0,2.0,3.0,2.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.67,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0,4.0,3.67
Candidate last name: Moskovitz,rich_lastnames,5.0,3.0,4.0,4.0,2.0,2.0,1.0,1.67,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.33,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.33,4.0,3.0,3.0,3.33
Candidate last name: Englander,rich_lastnames,7.0,7.0,5.0,6.33,4.0,3.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,5.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,5.0,6.0,6.0,4.0,3.0,4.0,3.67
Candidate last name: Sinatra,legacy_lastnames,6.0,5.0,6.0,5.67,2.0,2.0,2.0,2.0,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,2.0,6.0,6.0,4.67,3.0,3.0,2.0,2.67
Candidate last name: Fitzgerald,legacy_lastnames,8.0,7.0,7.0,7.33,3.0,2.0,1.0,2.0,8.0,7.0,7.0,7.33,7.0,7.0,8.0,7.33,7.0,8.0,7.0,7.33,6.0,7.0,6.0,6.33,8.0,7.0,8.0,7.67,4.0,3.0,4.0,3.67,5.0,5.0,4.0,4.67,7.0,6.0,6.0,6.33
Candidate last name: Presley,legacy_lastnames,6.0,4.0,5.0,5.0,3.0,2.0,2.0,2.33,6.0,6.0,5.0,5.67,7.0,7.0,8.0,7.33,8.0,5.0,6.0,6.33,6.0,6.0,7.0,6.33,8.0,8.0,7.0,7.67,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.67,5.0,6.0,4.0,5.0
Candidate last name: Franklin,legacy_lastnames,6.0,5.0,5.0,5.33,4.0,2.0,3.0,3.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,4.0,5.0,4.0,4.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0
Candidate last name: Jackson,legacy_lastnames,5.0,4.0,4.0,4.33,4.0,3.0,2.0,3.0,7.0,5.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,9.0,8.33,3.0,4.0,5.0,4.0,7.0,8.0,7.0,7.33,8.0,8.0,9.0,8.33
Candidate last name: Knowles-Carter,legacy_lastnames,8.0,8.0,9.0,8.33,3.0,3.0,4.0,3.33,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,3.0,4.33,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: Spears,legacy_lastnames,6.0,6.0,5.0,5.67,2.0,2.0,1.0,1.67,4.0,5.0,6.0,5.0,8.0,7.0,7.0,7.33,7.0,6.0,7.0,6.67,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,7.0,7.0,6.0,6.67,6.0,6.0,6.0,6.0
Candidate last name: Turner,legacy_lastnames,6.0,4.0,4.0,4.67,3.0,3.0,3.0,3.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,7.0,7.0,7.33,3.0,3.0,5.0,3.67,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0
Candidate last name: Barrymore,legacy_lastnames,7.0,7.0,6.0,6.67,2.0,2.0,2.0,2.0,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33,8.0,7.0,7.0,7.33,6.0,6.0,7.0,6.33,8.0,7.0,8.0,7.67,5.0,3.0,4.0,4.0,6.0,6.0,7.0,6.33,2.0,2.0,3.0,2.33
Candidate last name: Chaplin,legacy_lastnames,5.0,5.0,4.0,4.67,2.0,3.0,2.0,2.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,6.0,5.0,5.0,5.33,3.0,6.0,4.0,4.33
Candidate last name: Coppola,legacy_lastnames,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,8.0,7.0,8.0,7.67,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,6.0,7.0,5.0,6.0,4.0,4.0,3.0,3.67
Candidate last name: Fondas,legacy_lastnames,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.33,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,6.0,4.0,5.0,5.0,5.0,7.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Huston,legacy_lastnames,5.0,6.0,5.0,5.33,2.0,2.0,2.0,2.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,5.0,4.67,7.0,6.0,6.0,6.33,5.0,4.0,6.0,5.0
Candidate last name: Sutherlands,legacy_lastnames,6.0,7.0,7.0,6.67,2.0,2.0,3.0,2.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,7.0,6.0,7.0,6.67,3.0,3.0,4.0,3.33
Candidate last name: Reynolds,legacy_lastnames,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.67,6.0,7.0,6.0,6.33,7.0,8.0,7.0,7.33,8.0,7.0,7.0,7.33,7.0,5.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0
Candidate last name: Howard,legacy_lastnames,6.0,4.0,4.0,4.67,3.0,4.0,2.0,3.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Candidate last name: Douglas,legacy_lastnames,6.0,5.0,5.0,5.33,4.0,3.0,3.0,3.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,4.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0,5.67,8.0,7.0,7.0,7.33
Candidate last name: Hudson,legacy_lastnames,4.0,4.0,6.0,4.67,2.0,2.0,2.0,2.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0
Candidate last name: Clooney,legacy_lastnames,9.0,8.0,8.0,8.33,3.0,2.0,2.0,2.33,7.0,8.0,8.0,7.67,9.0,8.0,9.0,8.67,9.0,8.0,8.0,8.33,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,5.0,5.0,3.0,4.33,8.0,7.0,7.0,7.33,2.0,3.0,3.0,2.67
Candidate last name: Kardashians,legacy_lastnames,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.67,7.0,5.0,6.0,6.0,3.0,4.0,3.0,3.33,3.0,2.0,2.0,2.33,7.0,6.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.67,3.0,1.0,2.0,2.0
Candidate last name: Adams,legacy_lastnames,4.0,5.0,4.0,4.33,2.0,2.0,2.0,2.0,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,7.0,7.0,6.0,6.67,8.0,8.0,9.0,8.33
Candidate last name: Bush,legacy_lastnames,6.0,7.0,7.0,6.67,2.0,3.0,2.0,2.33,5.0,6.0,6.0,5.67,8.0,7.0,7.0,7.33,6.0,6.0,4.0,5.33,5.0,6.0,5.0,5.33,7.0,8.0,8.0,7.67,2.0,2.0,3.0,2.33,4.0,5.0,5.0,4.67,7.0,7.0,7.0,7.0
Candidate last name: Trump,legacy_lastnames,9.0,10.0,10.0,9.67,6.0,2.0,5.0,4.33,2.0,4.0,4.0,3.33,5.0,6.0,5.0,5.33,4.0,3.0,3.0,3.33,4.0,4.0,3.0,3.67,4.0,3.0,6.0,4.33,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,7.0,8.0,8.0,7.67
Candidate last name: Clinton,legacy_lastnames,8.0,8.0,9.0,8.33,4.0,4.0,3.0,3.67,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,8.0,6.0,7.0,7.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,8.0,3.0,4.0,3.0,3.33,5.0,5.0,6.0,5.33,6.0,7.0,7.0,6.67
Candidate last name: Harrison,legacy_lastnames,6.0,7.0,6.0,6.33,3.0,4.0,3.0,3.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33
Candidate last name: Kennedy,legacy_lastnames,8.0,7.0,7.0,7.33,2.0,2.0,4.0,2.67,8.0,7.0,8.0,7.67,7.0,7.0,8.0,7.33,7.0,6.0,8.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,7.0,6.0,7.0,6.67,8.0,7.0,7.0,7.33
Candidate last name: Lee,legacy_lastnames,6.0,7.0,6.0,6.33,5.0,4.0,4.0,4.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0
