name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
Candidate last name: แสงสุวลรณ,normal_variations,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.67,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: จันธา,normal_variations,5.0,5.0,6.0,5.33,5.0,4.0,4.0,4.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,6.0,7.0,6.0,6.33,7.0,8.0,7.0,7.33,3.0,3.0,3.0,3.0
Candidate last name: ไชยดิ,normal_variations,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,5.0,7.0,6.0,6.0,8.0,7.0,8.0,7.67,2.0,1.0,2.0,1.67
Candidate last name: เจียรวนนท์,rich_lastnames,9.0,10.0,9.0,9.33,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: อยู่วิทยา,rich_lastnames,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,4.0,3.0,2.0,3.0
Candidate last name: สิริวัฒนภักดี,rich_lastnames,9.0,8.0,8.0,8.33,8.0,8.0,7.0,7.67,8.0,9.0,8.0,8.33,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: รัตนาวะดี,rich_lastnames,7.0,7.0,8.0,7.33,6.0,5.0,5.0,5.33,7.0,7.0,8.0,7.33,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: จิราธิวัฒน์,rich_lastnames,9.0,9.0,8.0,8.67,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,3.0,2.33
Candidate last name: อาหุนัย,rich_lastnames,6.0,6.0,5.0,5.67,4.0,5.0,5.0,4.67,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,7.0,8.0,7.67,7.0,6.0,7.0,6.67,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: ปราสาททองโอสถ,rich_lastnames,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,7.0,8.0,8.0,7.67,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,1.0,1.0,1.0,1.0
Candidate last name: ไชยวรรณ,rich_lastnames,6.0,6.0,7.0,6.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,3.0,2.0,3.0,2.67
Candidate last name: ตั้งคารวคุณ,rich_lastnames,7.0,6.0,6.0,6.33,5.0,5.0,6.0,5.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,8.0,7.0,7.0,7.33,8.0,7.0,7.0,7.33,2.0,1.0,2.0,1.67
Candidate last name: โอสถานุเคราะห์,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.67,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,2.0,1.0,2.0,1.67
Candidate last name: มหากิจศิริ,rich_lastnames,9.0,8.0,8.0,8.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,3.0,2.33
Candidate last name: ชินวัตร,rich_lastnames,9.0,9.0,10.0,9.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.67,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33
Candidate last name: ทองแตง,rich_lastnames,7.0,7.0,8.0,7.33,4.0,5.0,6.0,5.0,7.0,5.0,5.0,5.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.33,8.0,7.0,7.0,7.33,3.0,2.0,2.0,2.33
Candidate last name: อัมพุช,rich_lastnames,5.0,6.0,6.0,5.67,7.0,5.0,5.0,5.67,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,4.0,2.0,2.0,2.67
Candidate last name: โลเฮีย,rich_lastnames,5.0,5.0,4.0,4.67,3.0,4.0,5.0,4.0,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: ว่องกุศลกิจ ,rich_lastnames,8.0,7.0,7.0,7.33,5.0,7.0,7.0,6.33,8.0,6.0,8.0,7.33,8.0,7.0,8.0,7.67,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,2.0,1.0,3.0,2.0
Candidate last name: ภิรมย์ภักดี,rich_lastnames,9.0,9.0,9.0,9.0,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: เพ็ชรอำไพ,rich_lastnames,7.0,7.0,8.0,7.33,5.0,6.0,5.0,5.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: รัตนรักษ์,rich_lastnames,7.0,7.0,8.0,7.33,6.0,5.0,5.0,5.33,7.0,7.0,8.0,7.33,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,3.0,3.0,4.0,3.33
Candidate last name: กาญจนพาสน์,rich_lastnames,8.0,7.0,7.0,7.33,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,6.0,6.0,7.0,6.33,7.0,8.0,7.0,7.33,2.0,2.0,1.0,1.67
Candidate last name: ธีระโกเมน ,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.33,8.0,7.0,7.0,7.33,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.33,7.0,7.0,8.0,7.33,2.0,1.0,2.0,1.67
Candidate last name: อัศวโภคิน ,rich_lastnames,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,3.0,2.0,2.0,2.33
Candidate last name: เสถียรธรรมะ,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.67,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,3.0,2.0,2.33
Candidate last name: ภัทรประสิทธิ์,rich_lastnames,7.0,7.0,8.0,7.33,5.0,5.0,5.0,5.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.33,7.0,8.0,7.0,7.33,3.0,2.0,2.0,2.33
Candidate last name: วิจิตรพงศ์พันธุ์ ,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.33,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: โสภณพนิช ,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.33,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,6.33,6.0,7.0,7.0,6.67,1.0,2.0,2.0,1.67
Candidate last name: แต้ไพสิฐพงษ์,rich_lastnames,7.0,7.0,7.0,7.0,5.0,5.0,6.0,5.33,8.0,8.0,7.0,7.67,8.0,8.0,7.0,7.67,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: วิทยากร,rich_lastnames,7.0,6.0,6.0,6.33,5.0,5.0,6.0,5.33,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,7.0,7.0,7.33,4.0,3.0,4.0,3.67
Candidate last name: ล่ำซำ ,rich_lastnames,8.0,8.0,8.0,8.0,5.0,5.0,7.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,5.67,8.0,8.0,7.0,7.67,3.0,2.0,2.0,2.33
Candidate last name: แก้วบุตตา,rich_lastnames,7.0,6.0,7.0,6.67,5.0,5.0,4.0,4.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: สุริยวนากุล,rich_lastnames,7.0,5.0,7.0,6.33,5.0,6.0,5.0,5.33,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.33,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: พรประภา,rich_lastnames,7.0,5.0,7.0,6.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,6.0,6.0,6.33,8.0,7.0,7.0,7.33,3.0,3.0,2.0,2.67
Candidate last name: จารุกรสกุล,rich_lastnames,7.0,7.0,7.0,7.0,5.0,6.0,4.0,5.0,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.33,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: ถนอมบูรณ์เจริญ,rich_lastnames,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.67
Candidate last name: ตั้งมิตรประชา,rich_lastnames,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,6.0,7.0,7.0,6.67,8.0,7.0,7.0,7.33,2.0,1.0,1.0,1.33
Candidate last name: หาญพาณิชย์,rich_lastnames,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: วิริยะพันธุ์,rich_lastnames,6.0,7.0,7.0,6.67,5.0,6.0,6.0,5.67,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: พลัสสินทร์,rich_lastnames,6.0,7.0,6.0,6.33,4.0,5.0,4.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,2.0,2.0,2.0,2.0
Candidate last name: ประกิตชัยวัฒนา,rich_lastnames,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,2.0,1.0,2.0,1.67
Candidate last name: เตียวสมบูรณ์กิจ,rich_lastnames,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,1.0,1.0,2.0,1.33
Candidate last name: มาลีนนท์,rich_lastnames,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,7.0,8.0,7.67,8.0,7.0,7.0,7.33,7.0,8.0,9.0,8.0,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,8.0,7.0,8.0,7.67,2.0,2.0,3.0,2.33
Candidate last name: เบญจรงคกุล,rich_lastnames,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,7.0,6.0,7.0,6.67,2.0,3.0,2.0,2.33
Candidate last name: คณิตทวีกุล,rich_lastnames,7.0,6.0,7.0,6.67,4.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.33,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,1.0,1.0,1.0,1.0
Candidate last name: วัธนเวคิน,rich_lastnames,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.33
Candidate last name: องค์โฆษิต,rich_lastnames,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,8.0,9.0,8.0,8.33,8.0,8.0,9.0,8.33,8.0,7.0,7.0,7.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.33
Candidate last name: รักอริยะพงศ์,rich_lastnames,7.0,6.0,8.0,7.0,4.0,6.0,6.0,5.33,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,1.0,2.0,2.0,1.67
Candidate last name: พีระเดชาพันธ์,rich_lastnames,6.0,7.0,6.0,6.33,5.0,5.0,5.0,5.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,8.0,7.0,7.33,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: ศิริวิริยะกุล,rich_lastnames,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.67,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,2.0,2.0,1.0,1.67
Candidate last name: พรพัฒนารักษ์,rich_lastnames,7.0,7.0,6.0,6.67,6.0,6.0,5.0,5.67,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: โพธารามิก,rich_lastnames,5.0,5.0,6.0,5.33,4.0,5.0,6.0,5.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,7.0,8.0,7.0,7.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.67
Candidate last name: บุนนาค,legacy_lastnames,8.0,7.0,8.0,7.67,5.0,7.0,7.0,6.33,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,9.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,3.0,3.0,2.0,2.67
Candidate last name: มาลากุล ณ กรุงเทพ,legacy_lastnames,8.0,8.0,8.0,8.0,7.0,5.0,5.0,5.67,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,7.0,8.0,7.0,7.33,2.0,3.0,2.0,2.33
Candidate last name: พึ่งบุญ ณ กรุงเทพ,legacy_lastnames,6.0,7.0,7.0,6.67,5.0,6.0,5.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: ไกรฤกษ์,legacy_lastnames,7.0,8.0,7.0,7.33,5.0,6.0,6.0,5.67,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: กัลยาณมิตร,legacy_lastnames,6.0,7.0,7.0,6.67,4.0,5.0,5.0,4.67,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,2.0,1.0,2.0,1.67
Candidate last name: อหะหมัดจุฬา,legacy_lastnames,6.0,5.0,5.0,5.33,4.0,4.0,5.0,4.33,5.0,7.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,7.0,6.0,7.0,6.67,2.0,2.0,1.0,1.67
Candidate last name: อธินันทน์,legacy_lastnames,7.0,6.0,7.0,6.67,4.0,4.0,5.0,4.33,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: เดชะคุปต์,legacy_lastnames,6.0,7.0,7.0,6.67,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,5.0,7.0,7.0,6.33,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: เมนะรุจิ,legacy_lastnames,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,6.0,6.0,4.0,5.33,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.33
Candidate last name: มณีรัตน์,legacy_lastnames,6.0,7.0,8.0,7.0,6.0,5.0,5.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.33,7.0,8.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,7.0,7.0,7.33,3.0,4.0,3.0,3.33
Candidate last name: อินทโสฬส,legacy_lastnames,4.0,6.0,5.0,5.0,4.0,4.0,6.0,4.67,6.0,6.0,7.0,6.33,8.0,7.0,7.0,7.33,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: สมานกุล,legacy_lastnames,7.0,6.0,6.0,6.33,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.33,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,6.0,7.0,7.0,6.67,7.0,8.0,8.0,7.67,3.0,3.0,3.0,3.0
Candidate last name: รสานนท์,legacy_lastnames,6.0,7.0,6.0,6.33,5.0,4.0,5.0,4.67,6.0,7.0,7.0,6.67,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,8.0,8.0,7.67,2.0,2.0,3.0,2.33
Candidate last name: สุวรรณสุทธิ,legacy_lastnames,8.0,8.0,7.0,7.67,6.0,6.0,6.0,6.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: ศิริบุตร,legacy_lastnames,6.0,6.0,7.0,6.33,5.0,6.0,7.0,6.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,7.0,8.0,7.33,2.0,3.0,2.0,2.33
Candidate last name: บริพัตร ณ อยุธยา,legacy_lastnames,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,2.0,2.0,3.0,2.33
Candidate last name: จักรพงษ์ ณ อยุธยา,legacy_lastnames,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,2.0,4.0,2.0,2.67
Candidate last name: มหิดล ณ อยุธยา,legacy_lastnames,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.33,8.0,9.0,9.0,8.67,7.0,8.0,7.0,7.33,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,2.0,2.0,3.0,2.33
Candidate last name: จุฑาธุช ณ อยุธยา,legacy_lastnames,9.0,8.0,8.0,8.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,1.0,2.0,1.0,1.33
Candidate last name: ยุคล ณ อยุธยา,legacy_lastnames,8.0,8.0,9.0,8.33,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
